%time,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w
1431530346849726073,0.0,0.0,100.3,-0.0266326837286,-0.007671138702,0.876135685664,-0.481267196155
1431530346870422467,0.0,0.0,100.3,-0.0266326837286,-0.007671138702,0.876135685664,-0.481267196155
1431530346889602414,0.0,0.0,100.3,-0.0279673034918,-0.00343005212868,0.876176745432,-0.481165642417
1431530346912048667,0.0,0.0,100.3,-0.0280043977739,-0.00311272027793,0.881576187684,-0.471200053042
1431530346932599977,0.0,0.0,100.3,-0.0280043977739,-0.00311272027793,0.881576187684,-0.471200053042
1431530346952573004,0.0,0.0,100.3,-0.0280043977739,-0.00311272027793,0.881576187684,-0.471200053042
1431530346968327955,0.0,0.0,100.3,-0.0350810881607,-0.000968063182124,0.881486345542,-0.470903602376
1431530346987905267,0.0,0.0,100.3,-0.0350892988018,-0.000600834804491,0.886366763124,-0.461651753311
1431530347008601007,0.0,0.0,100.5,-0.0350892988018,-0.000600834804491,0.886366763124,-0.461651753311
1431530347025421871,0.0,0.0,100.5,-0.0350892988018,-0.000600834804491,0.886366763124,-0.461651753311
1431530347056063474,0.0,0.0,100.5,-0.044401093404,-0.00509342891003,0.889696920856,-0.454358876776
1431530347071020889,0.0,0.0,100.5,-0.044401093404,-0.00509342891003,0.889696920856,-0.454358876776
1431530347089521237,0.0,0.0,100.5,-0.044401093404,-0.00509342891003,0.889696920856,-0.454358876776
1431530347109582000,0.0,0.0,100.5,-0.044401093404,-0.00509342891003,0.889696920856,-0.454358876776
1431530347128575737,0.0,0.0,100.5,-0.0568042297678,-0.0114498850381,0.8891900312,-0.453853795873
1431530347146141373,0.0,0.0,100.5,-0.0568141950032,-0.0114003347775,0.889585554281,-0.453078052027
1431530347167047380,0.0,0.0,100.5,-0.0568141950032,-0.0114003347775,0.889585554281,-0.453078052027
1431530347188000281,0.0,0.0,100.3,-0.0568141950032,-0.0114003347775,0.889585554281,-0.453078052027
1431530347207378151,0.0,0.0,100.3,-0.0660985657198,-0.0181054505604,0.889015542406,-0.452719049335
1431530347226731152,0.0,0.0,100.3,-0.0660509635585,-0.0182783462932,0.887827885393,-0.455043754147
1431530347251135084,0.0,0.0,100.3,-0.0660509635585,-0.0182783462932,0.887827885393,-0.455043754147
1431530347268085837,0.0,0.0,100.3,-0.0660509635585,-0.0182783462932,0.887827885393,-0.455043754147
1431530347287160374,0.0,0.0,100.3,-0.068728073287,-0.0225923754626,0.887530803914,-0.45503308519
1431530347305131103,0.0,0.0,100.3,-0.0686288921611,-0.0228918904314,0.885537920271,-0.458899366174
1431530347326104871,0.0,0.0,100.3,-0.0686288921611,-0.0228918904314,0.885537920271,-0.458899366174
1431530347348071232,0.0,0.0,100.3,-0.0686288921611,-0.0228918904314,0.885537920271,-0.458899366174
1431530347367352295,0.0,0.0,100.3,-0.0698294425167,-0.0205746571479,0.885594789037,-0.458718216417
1431530347393278532,0.0,0.0,100.3,-0.0697025220446,-0.0210006185518,0.882777570417,-0.464116681029
1431530347410714314,0.0,0.0,100.3,-0.0697025220446,-0.0210006185518,0.882777570417,-0.464116681029
1431530347427005616,0.0,0.0,100.3,-0.0697025220446,-0.0210006185518,0.882777570417,-0.464116681029
1431530347452074626,0.0,0.0,100.3,-0.0678400538866,-0.0170645844064,0.883017772943,-0.464097123148
1431530347473120011,0.0,0.0,100.3,-0.0677346013054,-0.0174784649867,0.880167761347,-0.469479753486
1431530347497273697,0.0,0.0,100.3,-0.0677346013054,-0.0174784649867,0.880167761347,-0.469479753486
1431530347515376765,0.0,0.0,100.3,-0.0677346013054,-0.0174784649867,0.880167761347,-0.469479753486
1431530347540959556,0.0,0.0,100.3,-0.0686041970143,-0.0123484113404,0.878277857318,-0.473042266857
1431530347559354593,0.0,0.0,100.3,-0.0686041970143,-0.0123484113404,0.878277857318,-0.473042266857
1431530347577317144,0.0,0.0,100.3,-0.0686041970143,-0.0123484113404,0.878277857318,-0.473042266857
1431530347600071770,0.0,0.0,100.3,-0.0686644845251,-0.0104013956113,0.878338797364,-0.472967183407
1431530347618360039,0.0,0.0,100.3,-0.0686370325002,-0.0105810318652,0.877098194346,-0.475263881448
1431530347639378697,0.0,0.0,100.3,-0.0686370325002,-0.0105810318652,0.877098194346,-0.475263881448
1431530347661580253,0.0,0.0,100.3,-0.0686370325002,-0.0105810318652,0.877098194346,-0.475263881448
1431530347679996843,0.0,0.0,100.3,-0.0678821044539,-0.0101049287845,0.877552384959,-0.474543698685
1431530347703268830,0.0,0.0,100.3,-0.0678821044539,-0.0101049287845,0.877552384959,-0.474543698685
1431530347715242159,0.0,0.0,100.3,-0.0678821044539,-0.0101049287845,0.877552384959,-0.474543698685
1431530347736261281,0.0,0.0,100.3,-0.0678821044539,-0.0101049287845,0.877552384959,-0.474543698685
1431530347755903230,0.0,0.0,100.5,-0.067448704681,-0.0125820359184,0.879132612219,-0.471612356435
1431530347772887103,0.0,0.0,100.5,-0.067448704681,-0.0125820359184,0.879132612219,-0.471612356435
1431530347798442641,0.0,0.0,100.5,-0.067448704681,-0.0125820359184,0.879132612219,-0.471612356435
1431530347816902661,0.0,0.0,100.5,-0.067448704681,-0.0125820359184,0.879132612219,-0.471612356435
1431530347836697237,0.0,0.0,100.3,-0.067448704681,-0.0125820359184,0.879132612219,-0.471612356435
1431530347854907483,0.0,0.0,100.3,-0.067448704681,-0.0125820359184,0.879132612219,-0.471612356435
1431530347887814277,0.0,0.0,100.3,-0.067448704681,-0.0125820359184,0.879132612219,-0.471612356435
1431530347907331304,0.0,0.0,100.3,-0.0600064123607,-0.0188933891252,0.882829229815,-0.465461943994
1431530347930748375,0.0,0.0,100.3,-0.0600064123607,-0.0188933891252,0.882829229815,-0.465461943994
1431530347949305089,0.0,0.0,100.3,-0.0600064123607,-0.0188933891252,0.882829229815,-0.465461943994
1431530347972632021,0.0,0.0,100.3,-0.0561585959354,-0.0168578724639,0.883036430711,-0.465627196668
1431530347992828013,0.0,0.0,100.3,-0.0563034960011,-0.0163674096757,0.887064093858,-0.457907542661
1431530348012194143,0.0,0.0,100.3,-0.0563034960011,-0.0163674096757,0.887064093858,-0.457907542661
1431530348028739773,0.0,0.0,100.3,-0.0563034960011,-0.0163674096757,0.887064093858,-0.457907542661
1431530348051065648,0.0,0.0,100.3,-0.0587794809666,-0.011315033274,0.890309056627,-0.451405279463
1431530348069668861,0.0,0.0,100.3,-0.0587794809666,-0.011315033274,0.890309056627,-0.451405279463
1431530348088072700,0.0,0.0,100.0,-0.0587794809666,-0.011315033274,0.890309056627,-0.451405279463
1431530348109046492,0.0,0.0,100.0,-0.0587794809666,-0.011315033274,0.890309056627,-0.451405279463
1431530348129471067,0.0,0.0,100.0,-0.0639001886236,0.00106391112238,0.892759736021,-0.445977227812
1431530348152701373,0.0,0.0,100.0,-0.0639001886236,0.00106391112238,0.892759736021,-0.445977227812
1431530348173315520,0.0,0.0,100.5,-0.0639001886236,0.00106391112238,0.892759736021,-0.445977227812
1431530348191542811,0.0,0.0,100.5,-0.0639001886236,0.00106391112238,0.892759736021,-0.445977227812
1431530348211633671,0.0,0.0,100.5,-0.0743723359985,0.00668844111852,0.893617271643,-0.442574504704
1431530348228512469,0.0,0.0,100.5,-0.0743723359985,0.00668844111852,0.893617271643,-0.442574504704
1431530348249475012,0.0,0.0,100.3,-0.0743723359985,0.00668844111852,0.893617271643,-0.442574504704
1431530348268607755,0.0,0.0,100.3,-0.08600292768,0.00863148865298,0.893159288096,-0.441356409177
1431530348287616332,0.0,0.0,100.3,-0.0860104235409,0.0085564717145,0.892773987532,-0.442135274572
1431530348308445584,0.0,0.0,100.3,-0.0860104235409,0.0085564717145,0.892773987532,-0.442135274572
1431530348330402115,0.0,0.0,100.0,-0.0860104235409,0.0085564717145,0.892773987532,-0.442135274572
1431530348351905092,0.0,0.0,100.0,-0.102293897436,0.00193609243074,0.890310995409,-0.443709974587
1431530348370727584,0.0,0.0,100.0,-0.102293897436,0.00193609243074,0.890310995409,-0.443709974587
1431530348390231455,0.0,0.0,100.0,-0.102293897436,0.00193609243074,0.890310995409,-0.443709974587
1431530348406577005,0.0,0.0,100.0,-0.102293897436,0.00193609243074,0.890310995409,-0.443709974587
1431530348427445734,0.0,0.0,100.3,-0.117690011536,-0.00860282363143,0.886345684572,-0.447734720622
1431530348450293776,0.0,0.0,100.3,-0.117690011536,-0.00860282363143,0.886345684572,-0.447734720622
1431530348467182008,0.0,0.0,100.3,-0.117690011536,-0.00860282363143,0.886345684572,-0.447734720622
1431530348491994311,0.0,0.0,100.3,-0.117690011536,-0.00860282363143,0.886345684572,-0.447734720622
1431530348512355508,0.0,0.0,100.3,-0.129437201228,-0.0169898416503,0.880862464858,-0.455015026371
1431530348529358233,0.0,0.0,100.3,-0.129437201228,-0.0169898416503,0.880862464858,-0.455015026371
1431530348554723447,0.0,0.0,100.3,-0.129437201228,-0.0169898416503,0.880862464858,-0.455015026371
1431530348574060175,0.0,0.0,100.3,-0.129437201228,-0.0169898416503,0.880862464858,-0.455015026371
1431530348592610677,0.0,0.0,99.8,-0.138036761296,-0.0203073910575,0.8749142103,-0.463744096474
1431530348610560846,0.0,0.0,99.8,-0.138036761296,-0.0203073910575,0.8749142103,-0.463744096474
1431530348627964455,0.0,0.0,99.8,-0.138036761296,-0.0203073910575,0.8749142103,-0.463744096474
1431530348648857672,0.0,0.0,99.8,-0.138036761296,-0.0203073910575,0.8749142103,-0.463744096474
1431530348670445455,0.0,0.0,100.3,-0.116916481492,-0.027217748873,0.873499241819,-0.471793180369
1431530348691068965,0.0,0.0,100.3,-0.116916481492,-0.027217748873,0.873499241819,-0.471793180369
1431530348711388370,0.0,0.0,100.3,-0.116916481492,-0.027217748873,0.873499241819,-0.471793180369
1431530348731060149,0.0,0.0,100.3,-0.116916481492,-0.027217748873,0.873499241819,-0.471793180369
1431530348753773329,0.0,0.0,100.3,-0.102613375914,-0.0263858798087,0.873995222648,-0.474243219476
1431530348775658023,0.0,0.0,100.3,-0.102613375914,-0.0263858798087,0.873995222648,-0.474243219476
1431530348796686298,0.0,0.0,100.3,-0.102613375914,-0.0263858798087,0.873995222648,-0.474243219476
1431530348820565691,0.0,0.0,100.3,-0.127742541894,-0.0131387503807,0.871177518172,-0.473876511404
1431530348842654217,0.0,0.0,100.0,-0.127742541894,-0.0131387503807,0.871177518172,-0.473876511404
1431530348863188151,0.0,0.0,100.0,-0.127742541894,-0.0131387503807,0.871177518172,-0.473876511404
1431530348883264961,0.0,0.0,100.0,-0.127742541894,-0.0131387503807,0.871177518172,-0.473876511404
1431530348905385092,0.0,0.0,100.0,-0.0943923240296,-0.0505614079685,0.872648567456,-0.476464175889
1431530348930433390,0.0,0.0,100.0,-0.0943923240296,-0.0505614079685,0.872648567456,-0.476464175889
1431530348947316851,0.0,0.0,100.0,-0.0943923240296,-0.0505614079685,0.872648567456,-0.476464175889
1431530348970338513,0.0,0.0,100.0,-0.117397817164,-0.0572160527019,0.870514783859,-0.474497720671
1431530348993679919,0.0,0.0,100.0,-0.117347867401,-0.0573184279097,0.870100585323,-0.475256822422
1431530349010993795,0.0,0.0,100.0,-0.117347867401,-0.0573184279097,0.870100585323,-0.475256822422
1431530349027978425,0.0,0.0,100.0,-0.117347867401,-0.0573184279097,0.870100585323,-0.475256822422
1431530349056697084,0.0,0.0,100.0,-0.131031050296,-0.0790412959601,0.865204829476,-0.47749758161
1431530349074003233,0.0,0.0,99.8,-0.131031050296,-0.0790412959601,0.865204829476,-0.47749758161
1431530349090904444,0.0,0.0,99.8,-0.131031050296,-0.0790412959601,0.865204829476,-0.47749758161
1431530349108941102,0.0,0.0,99.8,-0.131031050296,-0.0790412959601,0.865204829476,-0.47749758161
1431530349137240789,0.0,0.0,99.8,-0.147455589393,-0.0725194457183,0.861840960535,-0.479820735165
1431530349153859555,0.0,0.0,99.8,-0.147455589393,-0.0725194457183,0.861840960535,-0.479820735165
1431530349175181086,0.0,0.0,99.8,-0.147455589393,-0.0725194457183,0.861840960535,-0.479820735165
1431530349195221949,0.0,0.0,99.8,-0.15043967387,-0.0830576368523,0.860097274796,-0.480314492156
1431530349213154584,0.0,0.0,99.8,-0.149929759983,-0.0839746008336,0.857148674979,-0.485556878716
1431530349234979307,0.0,0.0,99.8,-0.149929759983,-0.0839746008336,0.857148674979,-0.485556878716
1431530349253010572,0.0,0.0,99.8,-0.149929759983,-0.0839746008336,0.857148674979,-0.485556878716
1431530349271856616,0.0,0.0,99.8,-0.163436162653,-0.082760114362,0.856079216816,-0.483288483977
1431530349295770226,0.0,0.0,99.8,-0.1623394276,-0.0848912600813,0.849683104831,-0.494447171671
1431530349311148826,0.0,0.0,99.8,-0.1623394276,-0.0848912600813,0.849683104831,-0.494447171671
1431530349330189885,0.0,0.0,100.0,-0.1623394276,-0.0848912600813,0.849683104831,-0.494447171671
1431530349348895296,0.0,0.0,100.0,-0.166777727272,-0.0977454177626,0.837905024604,-0.510437256414
1431530349373395070,0.0,0.0,100.0,-0.166777727272,-0.0977454177626,0.837905024604,-0.510437256414
1431530349387897054,0.0,0.0,100.0,-0.166777727272,-0.0977454177626,0.837905024604,-0.510437256414
1431530349414283489,0.0,0.0,100.0,-0.166777727272,-0.0977454177626,0.837905024604,-0.510437256414
1431530349438065400,0.0,0.0,100.0,-0.156036143999,-0.0776802763855,0.838050121047,-0.51700144201
1431530349454867190,0.0,0.0,100.0,-0.156036143999,-0.0776802763855,0.838050121047,-0.51700144201
1431530349474462580,0.0,0.0,100.0,-0.156036143999,-0.0776802763855,0.838050121047,-0.51700144201
1431530349490998087,0.0,0.0,100.0,-0.156036143999,-0.0776802763855,0.838050121047,-0.51700144201
1431530349509703332,0.0,0.0,100.0,-0.156036143999,-0.0776802763855,0.838050121047,-0.51700144201
1431530349530183643,0.0,0.0,100.0,-0.156036143999,-0.0776802763855,0.838050121047,-0.51700144201
1431530349553041998,0.0,0.0,100.0,-0.121889910644,-0.0624656634025,0.842350614714,-0.521235390653
1431530349572815243,0.0,0.0,100.0,-0.121561339354,-0.0631026956272,0.839611293592,-0.525636534358
1431530349593813917,0.0,0.0,100.0,-0.121561339354,-0.0631026956272,0.839611293592,-0.525636534358
1431530349614109478,0.0,0.0,100.0,-0.121561339354,-0.0631026956272,0.839611293592,-0.525636534358
1431530349633823958,0.0,0.0,100.0,-0.116901907562,-0.0656055961482,0.841848721969,-0.522800706849
1431530349651869604,0.0,0.0,99.8,-0.116901907562,-0.0656055961482,0.841848721969,-0.522800706849
1431530349672991054,0.0,0.0,99.8,-0.116901907562,-0.0656055961482,0.841848721969,-0.522800706849
1431530349691786732,0.0,0.0,99.8,-0.116901907562,-0.0656055961482,0.841848721969,-0.522800706849
1431530349710776603,0.0,0.0,99.8,-0.134328157367,-0.0783963914507,0.842202272962,-0.516241497135
1431530349728988805,0.0,0.0,100.0,-0.134328157367,-0.0783963914507,0.842202272962,-0.516241497135
1431530349750011055,0.0,0.0,100.0,-0.134328157367,-0.0783963914507,0.842202272962,-0.516241497135
1431530349769833337,0.0,0.0,100.0,-0.12631340278,-0.0815683300386,0.84232619732,-0.517569424447
1431530349787814153,0.0,0.0,100.0,-0.127369747379,-0.0799087957589,0.84902544646,-0.506505007948
1431530349808910976,0.0,0.0,100.0,-0.127369747379,-0.0799087957589,0.84902544646,-0.506505007948
1431530349830654807,0.0,0.0,99.8,-0.127369747379,-0.0799087957589,0.84902544646,-0.506505007948
1431530349849757346,0.0,0.0,99.8,-0.147637745785,-0.0794329339068,0.851353380057,-0.497082414994
1431530349867849257,0.0,0.0,99.8,-0.147637745785,-0.0794329339068,0.851353380057,-0.497082414994
1431530349889404343,0.0,0.0,99.8,-0.147637745785,-0.0794329339068,0.851353380057,-0.497082414994
1431530349910463604,0.0,0.0,99.5,-0.147637745785,-0.0794329339068,0.851353380057,-0.497082414994
1431530349930287396,0.0,0.0,99.5,-0.166093994173,-0.10908304946,0.846862018114,-0.493293417446
1431530349947788598,0.0,0.0,99.5,-0.166093994173,-0.10908304946,0.846862018114,-0.493293417446
1431530349969003397,0.0,0.0,99.5,-0.166093994173,-0.10908304946,0.846862018114,-0.493293417446
1431530349990838590,0.0,0.0,99.8,-0.166093994173,-0.10908304946,0.846862018114,-0.493293417446
1431530350011795448,0.0,0.0,99.8,-0.168746181931,-0.101134396435,0.849278264673,-0.489921411142
1431530350030976333,0.0,0.0,99.8,-0.168746181931,-0.101134396435,0.849278264673,-0.489921411142
1431530350047657715,0.0,0.0,99.8,-0.168746181931,-0.101134396435,0.849278264673,-0.489921411142
1431530350072591244,0.0,0.0,99.8,-0.168746181931,-0.101134396435,0.849278264673,-0.489921411142
1431530350089576166,0.0,0.0,99.8,-0.163927539356,-0.0957821072737,0.849855344754,-0.491629375403
1431530350110509301,0.0,0.0,99.8,-0.163927539356,-0.0957821072737,0.849855344754,-0.491629375403
1431530350127378345,0.0,0.0,99.8,-0.163927539356,-0.0957821072737,0.849855344754,-0.491629375403
1431530350149769891,0.0,0.0,99.8,-0.163927539356,-0.0957821072737,0.849855344754,-0.491629375403
1431530350170452141,0.0,0.0,99.8,-0.163927539356,-0.0957821072737,0.849855344754,-0.491629375403
1431530350187259584,0.0,0.0,99.8,-0.163927539356,-0.0957821072737,0.849855344754,-0.491629375403
1431530350211274272,0.0,0.0,99.8,-0.159341035865,-0.0762723945517,0.85329688971,-0.490588803511
1431530350229286411,0.0,0.0,99.8,-0.158329529876,-0.078350519146,0.846805506063,-0.501710465329
1431530350251134714,0.0,0.0,99.8,-0.158329529876,-0.078350519146,0.846805506063,-0.501710465329
1431530350271357116,0.0,0.0,99.8,-0.158329529876,-0.078350519146,0.846805506063,-0.501710465329
1431530350293974167,0.0,0.0,99.8,-0.146925306827,-0.060475661137,0.850037095533,-0.502187798379
1431530350312221307,0.0,0.0,100.0,-0.145957770515,-0.0627748405213,0.842048310327,-0.515470941663
1431530350329195467,0.0,0.0,100.0,-0.145957770515,-0.0627748405213,0.842048310327,-0.515470941663
1431530350349989343,0.0,0.0,100.0,-0.145957770515,-0.0627748405213,0.842048310327,-0.515470941663
1431530350370550046,0.0,0.0,100.0,-0.137766828004,-0.0422505327232,0.838932290451,-0.52481216223
1431530350388613788,0.0,0.0,100.0,-0.137766828004,-0.0422505327232,0.838932290451,-0.52481216223
1431530350410749828,0.0,0.0,100.0,-0.137766828004,-0.0422505327232,0.838932290451,-0.52481216223
1431530350431268330,0.0,0.0,100.0,-0.137766828004,-0.0422505327232,0.838932290451,-0.52481216223
1431530350454347989,0.0,0.0,100.0,-0.130219425533,-0.0231330759363,0.833002420472,-0.537228749695
1431530350472634864,0.0,0.0,100.0,-0.130219425533,-0.0231330759363,0.833002420472,-0.537228749695
1431530350496320778,0.0,0.0,100.0,-0.130219425533,-0.0231330759363,0.833002420472,-0.537228749695
1431530350514765764,0.0,0.0,100.0,-0.130219425533,-0.0231330759363,0.833002420472,-0.537228749695
1431530350537010222,0.0,0.0,100.0,-0.122327677377,-0.0109464377117,0.828357774944,-0.546570683022
1431530350555304745,0.0,0.0,100.0,-0.122327677377,-0.0109464377117,0.828357774944,-0.546570683022
1431530350572120596,0.0,0.0,100.0,-0.122327677377,-0.0109464377117,0.828357774944,-0.546570683022
1431530350590428986,0.0,0.0,100.0,-0.122327677377,-0.0109464377117,0.828357774944,-0.546570683022
1431530350608968705,0.0,0.0,100.0,-0.115134831004,-0.00374833221504,0.825077626904,-0.553151724465
1431530350631242365,0.0,0.0,100.3,-0.115134831004,-0.00374833221504,0.825077626904,-0.553151724465
1431530350648099591,0.0,0.0,100.3,-0.115134831004,-0.00374833221504,0.825077626904,-0.553151724465
1431530350675137272,0.0,0.0,100.3,-0.102000103584,1.89114318796e-05,0.825615675906,-0.554936693876
1431530350693489103,0.0,0.0,100.3,-0.101998805779,-0.000514886932582,0.822700214601,-0.559249796967
1431530350714303239,0.0,0.0,100.5,-0.101998805779,-0.000514886932582,0.822700214601,-0.559249796967
1431530350731140581,0.0,0.0,100.5,-0.101998805779,-0.000514886932582,0.822700214601,-0.559249796967
1431530350750193701,0.0,0.0,100.5,-0.0855462811544,0.00772083936675,0.823264327763,-0.561122151633
1431530350770511855,0.0,0.0,100.5,-0.0855791389725,0.00734769028977,0.820809390531,-0.564707151395
1431530350789043800,0.0,0.0,100.5,-0.0855791389725,0.00734769028977,0.820809390531,-0.564707151395
1431530350810888245,0.0,0.0,100.3,-0.0855791389725,0.00734769028977,0.820809390531,-0.564707151395
1431530350830052496,0.0,0.0,100.3,-0.0707182596866,0.010297729969,0.821130371382,-0.566248883176
1431530350848114795,0.0,0.0,100.3,-0.0707624965843,0.00998922283095,0.818653096268,-0.569824527794
1431530350869069054,0.0,0.0,100.3,-0.0707624965843,0.00998922283095,0.818653096268,-0.569824527794
1431530350890924324,0.0,0.0,100.5,-0.0707624965843,0.00998922283095,0.818653096268,-0.569824527794
1431530350911048156,0.0,0.0,100.5,-0.0530746237483,0.0148621491093,0.817396711668,-0.573432486517
1431530350932170456,0.0,0.0,100.5,-0.0530746237483,0.0148621491093,0.817396711668,-0.573432486517
1431530350952497780,0.0,0.0,100.5,-0.0530746237483,0.0148621491093,0.817396711668,-0.573432486517
1431530350971358657,0.0,0.0,100.3,-0.0530746237483,0.0148621491093,0.817396711668,-0.573432486517
1431530350994064831,0.0,0.0,100.3,-0.0345550507789,0.0172430430748,0.817029786119,-0.575300751368
1431530351011795091,0.0,0.0,100.3,-0.0345550507789,0.0172430430748,0.817029786119,-0.575300751368
1431530351029278987,0.0,0.0,100.3,-0.0345550507789,0.0172430430748,0.817029786119,-0.575300751368
1431530351052344832,0.0,0.0,100.5,-0.0244210349385,0.0179934049035,0.817063640332,-0.575748954041
1431530351070207623,0.0,0.0,100.5,-0.0243738686447,0.0180572449388,0.818567384516,-0.573609002229
1431530351086943527,0.0,0.0,100.5,-0.0243738686447,0.0180572449388,0.818567384516,-0.573609002229
1431530351109249541,0.0,0.0,100.5,-0.0243738686447,0.0180572449388,0.818567384516,-0.573609002229
1431530351134898402,0.0,0.0,100.5,-0.0182370771715,0.0244913069236,0.818419156883,-0.573809784291
1431530351149925088,0.0,0.0,100.5,-0.0180657396869,0.0246179639319,0.822403117472,-0.568085114462
1431530351170961712,0.0,0.0,100.5,-0.0180657396869,0.0246179639319,0.822403117472,-0.568085114462
1431530351187755895,0.0,0.0,100.5,-0.0180657396869,0.0246179639319,0.822403117472,-0.568085114462
1431530351211804861,0.0,0.0,100.8,-0.0188058714815,0.0262341988811,0.827771138134,-0.560136634116
1431530351240834746,0.0,0.0,100.8,-0.0188058714815,0.0262341988811,0.827771138134,-0.560136634116
1431530351258716162,0.0,0.0,100.8,-0.0188058714815,0.0262341988811,0.827771138134,-0.560136634116
1431530351277627082,0.0,0.0,100.3,-0.0197829696115,0.0276781589955,0.827724114566,-0.560102976063
1431530351296712014,0.0,0.0,100.3,-0.0195165065894,0.0278666887623,0.833059811903,-0.552135765387
1431530351316810156,0.0,0.0,100.3,-0.0195165065894,0.0278666887623,0.833059811903,-0.552135765387
1431530351335831918,0.0,0.0,100.3,-0.0195165065894,0.0278666887623,0.833059811903,-0.552135765387
1431530351355194017,0.0,0.0,100.3,-0.0212146655314,0.0256950483808,0.833126954249,-0.552077150911
1431530351373512109,0.0,0.0,100.5,-0.0209897434805,0.0258791076648,0.837910542022,-0.544789524517
1431530351390643354,0.0,0.0,100.5,-0.0209897434805,0.0258791076648,0.837910542022,-0.544789524517
1431530351409998312,0.0,0.0,100.5,-0.0209897434805,0.0258791076648,0.837910542022,-0.544789524517
1431530351431698924,0.0,0.0,100.5,-0.017187843104,0.0200317715343,0.838070720628,-0.544922722415
1431530351450619769,0.0,0.0,100.5,-0.0170300657363,0.0201660775162,0.842322498192,-0.538327145162
1431530351479596895,0.0,0.0,100.5,-0.0170300657363,0.0201660775162,0.842322498192,-0.538327145162
1431530351492984499,0.0,0.0,100.5,-0.0170300657363,0.0201660775162,0.842322498192,-0.538327145162
