%time,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w
1431532036574664973,0.0,0.0,115.3,0.0222501340794,-0.0233843008568,0.669174581954,0.742403855643
1431532036593578297,0.0,0.0,115.3,0.0100248728454,-0.00974716816446,0.672033354927,0.740388860331
1431532036611194482,0.0,0.0,115.6,0.0100248728454,-0.00974716816446,0.672033354927,0.740388860331
1431532036632494479,0.0,0.0,115.6,0.0100248728454,-0.00974716816446,0.672033354927,0.740388860331
1431532036656608491,0.0,0.0,115.6,0.015898050247,0.00974057940989,0.672665979296,0.739711331135
1431532036678767190,0.0,0.0,115.6,0.015898050247,0.00974057940989,0.672665979296,0.739711331135
1431532036696302603,0.0,0.0,115.6,0.015898050247,0.00974057940989,0.672665979296,0.739711331135
1431532036713602415,0.0,0.0,115.6,0.015898050247,0.00974057940989,0.672665979296,0.739711331135
1431532036733461156,0.0,0.0,115.6,0.00875232613736,-0.0109042262439,0.673305901635,0.739231802252
1431532036751596485,0.0,0.0,115.6,0.00875232613736,-0.0109042262439,0.673305901635,0.739231802252
1431532036776432393,0.0,0.0,115.6,0.00875232613736,-0.0109042262439,0.673305901635,0.739231802252
1431532036794940817,0.0,0.0,115.6,0.00875232613736,-0.0109042262439,0.673305901635,0.739231802252
1431532036815024692,0.0,0.0,115.6,0.0211284070259,-0.0102469610702,0.673335632104,0.738963948203
1431532036831824610,0.0,0.0,115.6,0.0211284070259,-0.0102469610702,0.673335632104,0.738963948203
1431532036858053950,0.0,0.0,115.6,0.0211284070259,-0.0102469610702,0.673335632104,0.738963948203
1431532036879215771,0.0,0.0,115.6,0.0271010406396,-0.00126452801168,0.673404996212,0.738775774942
1431532036902440928,0.0,0.0,115.6,0.0271010406396,-0.00126452801168,0.673404996212,0.738775774942
1431532036920559730,0.0,0.0,115.6,0.0271010406396,-0.00126452801168,0.673404996212,0.738775774942
1431532036938589971,0.0,0.0,115.6,0.0271010406396,-0.00126452801168,0.673404996212,0.738775774942
1431532036958349638,0.0,0.0,115.6,0.0243430407,-0.0214638795561,0.674397050792,0.737655296278
1431532036975286528,0.0,0.0,115.6,0.0243430407,-0.0214638795561,0.674397050792,0.737655296278
1431532036993171189,0.0,0.0,115.6,0.0243430407,-0.0214638795561,0.674397050792,0.737655296278
1431532037014856771,0.0,0.0,115.6,0.0243430407,-0.0214638795561,0.674397050792,0.737655296278
1431532037033928173,0.0,0.0,115.3,0.0228289904985,-0.0299496662963,0.676663828733,0.735328441967
1431532037052275948,0.0,0.0,115.3,0.0228289904985,-0.0299496662963,0.676663828733,0.735328441967
1431532037072967214,0.0,0.0,115.3,0.0228289904985,-0.0299496662963,0.676663828733,0.735328441967
1431532037092166681,0.0,0.0,115.3,0.0194104149679,-0.00821116741777,0.677213169347,0.735484966388
1431532037111166500,0.0,0.0,115.3,0.0193888626534,-0.00826192983495,0.675286334129,0.737254487582
1431532037136343705,0.0,0.0,115.3,0.0193888626534,-0.00826192983495,0.675286334129,0.737254487582
1431532037158598854,0.0,0.0,115.3,0.0193888626534,-0.00826192983495,0.675286334129,0.737254487582
1431532037177807195,0.0,0.0,115.3,0.0226297564992,-0.0194740649856,0.676373029096,0.735953925477
1431532037197270751,0.0,0.0,115.6,0.0226297564992,-0.0194740649856,0.676373029096,0.735953925477
1431532037231772563,0.0,0.0,115.6,0.0226297564992,-0.0194740649856,0.676373029096,0.735953925477
1431532037252539431,0.0,0.0,115.6,0.024492217045,-0.0212934980767,0.679527785836,0.732931583792
1431532037280010581,0.0,0.0,115.6,0.024492217045,-0.0212934980767,0.679527785836,0.732931583792
1431532037300168361,0.0,0.0,115.6,0.024492217045,-0.0212934980767,0.679527785836,0.732931583792
1431532037323617205,0.0,0.0,115.6,0.0208148271864,-0.0211351980472,0.68016226638,0.732461151028
1431532037344798398,0.0,0.0,115.6,0.0208148271864,-0.0211351980472,0.68016226638,0.732461151028
1431532037362414148,0.0,0.0,115.6,0.0208148271864,-0.0211351980472,0.68016226638,0.732461151028
1431532037382159845,0.0,0.0,115.6,0.0210887593151,-0.0137413057083,0.680336424742,0.732467603323
1431532037400021272,0.0,0.0,115.6,0.0210647562954,-0.0137780729507,0.679057641187,0.733653297337
1431532037417693964,0.0,0.0,115.6,0.0210647562954,-0.0137780729507,0.679057641187,0.733653297337
1431532037437193210,0.0,0.0,115.6,0.0210647562954,-0.0137780729507,0.679057641187,0.733653297337
1431532037458238523,0.0,0.0,115.6,0.0136716681045,-0.013491255233,0.679050384745,0.733840341288
1431532037477326704,0.0,0.0,115.6,0.0136481125691,-0.0135150841589,0.677769208483,0.735023789789
1431532037498293801,0.0,0.0,115.6,0.0136481125691,-0.0135150841589,0.677769208483,0.735023789789
1431532037515582586,0.0,0.0,115.6,0.0136481125691,-0.0135150841589,0.677769208483,0.735023789789
1431532037536429326,0.0,0.0,115.8,0.0194004088768,-0.0224405383783,0.675639416236,0.736635205241
1431532037554153773,0.0,0.0,115.8,0.0194004088768,-0.0224405383783,0.675639416236,0.736635205241
1431532037575199493,0.0,0.0,115.8,0.0194004088768,-0.0224405383783,0.675639416236,0.736635205241
1431532037596666453,0.0,0.0,115.8,0.0194004088768,-0.0224405383783,0.675639416236,0.736635205241
1431532037617402779,0.0,0.0,115.6,0.03127804297,-0.017511106789,0.67323300087,0.738561014207
